Area,BHK,Bathroom,Furnishing,Parking,Price,Transaction,Type,Price Per_Sqft
2400,4,5,Unfurnished,1,65000000,Resale,Builder_Floor,25000
1980,3,4,Unfurnished,1,35000000,New_Property,Apartment,17677
2100,4,5,Semi-Furnished,1,56000000,New_Property,Builder_Floor,17677
5400,4,4,Unfurnished,2,110000000,Resale,Builder_Floor,17677
1250,3,3,Semi-Furnished,1,24000000,Resale,Builder_Floor,17677
2300,4,4,Semi-Furnished,1,102500000,New_Property,Builder_Floor,17677
2700,4,4,Semi-Furnished,2,100000000,New_Property,Builder_Floor,37037
1450,3,3,Semi-Furnished,1,45000000,New_Property,Builder_Floor,37037
2097,3,3,Unfurnished,,29000000,Resale,Builder_Floor,
1250,3,3,Semi-Furnished,1,25500000,New_Property,Builder_Floor,
1600,3,3,Semi-Furnished,2,33500000,New_Property,Builder_Floor,20938
2600,4,5,Semi-Furnished,3,62500000,New_Property,Builder_Floor,20938
1700,3,3,Semi-Furnished,2,47500000,New_Property,Builder_Floor,20938
1116,3,3,Semi-Furnished,1,14700000,Resale,Builder_Floor,20938
1070,2,3,Semi-Furnished,1,18000000,New_Property,Builder_Floor,20938
1200,3,3,Semi-Furnished,1,22500000,New_Property,Builder_Floor,20938
1200,3,3,Unfurnished,1,22000000,New_Property,Builder_Floor,18333
1200,3,3,Semi-Furnished,1,22200000,New_Property,Builder_Floor,18333
1450,3,3,Semi-Furnished,1,22500000,Resale,Builder_Floor,18333
1000,2,2,Semi-Furnished,1,7500000,Resale,Apartment,18333
2430,4,4,Furnished,5,30000000,Resale,Builder_Floor,18333
945,2,1,Unfurnished,5,6500000,Resale,Apartment,6878
1650,3,3,Unfurnished,5,35000000,New_Property,Builder_Floor,6878
1350,3,2,Semi-Furnished,1,17500000,Resale,Builder_Floor,6878
2625,4,5,Semi-Furnished,2,60000000,New_Property,Builder_Floor,6878
1800,4,4,Semi-Furnished,2,40000000,New_Property,Builder_Floor,6878
125,3,3,Semi-Furnished,2,11500000,New_Property,Builder_Floor,6878
1440,3,3,Semi-Furnished,2,22500000,New_Property,Builder_Floor,6878
1900,3,4,Semi-Furnished,2,28500000,New_Property,Builder_Floor,6878
1800,3,3,Semi-Furnished,2,29000000,Resale,Builder_Floor,6878
1200,3,2,Semi-Furnished,1,15500000,Resale,Builder_Floor,12916
1800,3,3,Semi-Furnished,1,26000000,Resale,Builder_Floor,12916
1200,3,3,Semi-Furnished,1,16500000,Resale,Builder_Floor,12916
4118,4,5,Unfurnished,3,55000000,New_Property,Builder_Floor,12916
1050,3,2,Semi-Furnished,3,12500000,Resale,Builder_Floor,12916
875,3,3,Semi-Furnished,3,17500000,New_Property,Builder_Floor,12916
990,2,2,Unfurnished,1,11500000,Resale,Builder_Floor,12916
11050,3,3,Unfurnished,1,18500000,New_Property,Builder_Floor,12916
